id,name,city,address,booking_url
2fc12c60-f31c-4f73-a57d-d58a89fbbd94,"Kikoff Football Alexandria","Alexandria","99 Mitchell Road, Alexandria NSW 2015","https://www.facebook.com/kikofffootball"
