id,name,city,address,booking_url
bd87e3a4-b5f0-4714-bb25-09737047f381,"5Sports Miranda","125 Parraweena Rd","125 Parraweena Rd, Miranda NSW 2228","https://5sports.com.au/pitch-booking"
