id,name,city,address,booking_url
c294b388-303f-4f04-939b-4a4bbeeb564c,"Albert Reserve Tennis Centre (Tennis World)","Melbourne","46 Queens Rd, Melbourne VIC 3004","https://play.tennis.com.au/tennisworldmelbourneparkandalbertreserve"
