id,name,address,current_city,here_suburb,here_city,here_state,here_postal,here_country_code,proposed_city
f51c8913-34cf-4f08-ae81-9f08e8e9427f,"The Jar – South Melbourne","29 White St, South Melbourne VIC","29 White St","South Melbourne","Melbourne","VIC","3205","AUS","South Melbourne"
4cc7e018-fe65-4161-8605-231cc81a9c63,"The Willis Recreation & Sports Centre – Pickleball","325A Eastern Valley Way, Chatswood NSW 2067","325A Eastern Valley Way","Middle Cove","Sydney","NSW","2068","AUS","Middle Cove"
eca7f47e-c626-4277-9871-95575cc23d08,"Ultimate Soccer (Fairfield)","46–48 Smithfield Rd, Prairiewood NSW 2176","46–48 Smithfield Rd","Smithfield","Sydney","NSW","2164","AUS","Smithfield"
2c190bc3-03e4-4f26-90bf-c7e1701ec8cf,"Ultimo Community Centre","40 William Henry St, Ultimo NSW 2007","40 William Henry St","Ultimo","Sydney","NSW","2007","AUS","Ultimo"
f4157808-9fe1-4512-a972-b59b75cc3ea6,"UNSW Village Green (Kensington)","High St, Kensington NSW 2052","High St","Kensington","Sydney","NSW","2033","AUS","Kensington"
77503217-8692-4949-a2f5-2d6d43adf4cf,"UQ Sport Tennis Centre","The University of Queensland, Blair Dr, St Lucia QLD 4067","Blair Dr","St Lucia","Brisbane","QLD","4067","AUS","St Lucia"
3bfc20d3-8106-4abe-a69b-d91a45d25088,"UTAS Unigym (Sandy Bay) – Sports Hall","Dobson Rd, Sandy Bay TAS 7005","Dobson Rd","Sandy Bay","Hobart","TAS","7005","AUS","Sandy Bay"
e49f6c78-7099-431b-9696-983d779dfd52,"UWA Recreation and Fitness Centre","35 Stirling Highway, Perth WA 6009","35 Stirling Highway","Nedlands","Perth","WA","6009","AUS","Nedlands"
ec7b095b-2c3a-4bb1-b5ed-03f6c486a797,"Valentine Sports Park (Glenwood)","235–257 Meurants Ln, Glenwood NSW 2768","235–257 Meurants Ln","Glenwood","Sydney","NSW","2768","AUS","Glenwood"
dfa79092-add3-405d-9bda-59e32021b848,"Virginia United FC (Field Hire)","574 Nudgee Rd, Nundah QLD 4012","574 Nudgee Rd","Nundah","Brisbane","QLD","4012","AUS","Nundah"
6f7a214b-0803-47a4-b9fd-2137a4a594be,"Wakehurst – Pickleball (Seaforth)","Upper Clontarf St, Seaforth NSW 2092","Upper Clontarf St","Seaforth","Sydney","NSW","2092","AUS","Seaforth"
b0850ba8-1fd4-4d04-b7b6-942579240838,"Wakehurst Tennis (Seaforth)","Upper Clontarf St, Seaforth NSW 2092","Upper Clontarf St","Seaforth","Sydney","NSW","2092","AUS","Seaforth"
41e20646-003e-430b-91e0-32c81f30416e,"Wanderers Fives (Rooty Hill)","55 Francis Rd, Rooty Hill NSW 2766","55 Francis Rd","Rooty Hill","Sydney","NSW","2766","AUS","Rooty Hill"
73b72a5d-d965-41c0-9dc1-86e64b8a0467,"Warrimoo Oval Courts (KRG)","Warrimoo Ave, St Ives NSW 2075","Warrimoo Ave","St Ives","Sydney","NSW","2075","AUS","St Ives"
cc01ef65-851d-45a2-834b-165aaaf3d163,"Wentworth Park Sportsgrounds","Clarence St, Howrah TAS 7018","Clarence St","Howrah","Hobart","TAS","7018","AUS","Howrah"
bba494a1-6c61-4ef9-96b4-0b866e0dd00e,"West End Tennis Club","39 Vulture St, West End QLD 4101","39 Vulture St","West End","Brisbane","QLD","4101","AUS","West End"
8990d346-6341-4527-ac19-bc2ac630c92e,"West Epping Park (Tennis & Pickleball)","15X Dent St, Epping NSW 2121","15X Dent St","Epping","Sydney","NSW","2121","AUS","Epping"
87a627ac-42ef-4fc0-a4a4-55e1560d8ba2,"Westgate Indoor Sports","Cnr Grieve Pde & Dohertys Rd, Altona North VIC","Cnr Grieve Pde & Dohertys Rd","Altona North","Melbourne","VIC","3025","AUS","Altona North"
e872e938-a7e8-4e7b-b3c7-4e9438af4140,"Whaleback Tennis & Pickleball Courts","Whaleback Avenue, Parkwood WA","Whaleback Avenue","Parkwood","Perth","WA","6147","AUS","Parkwood"
14fd69d7-897c-4a82-bea1-fcc0886336bd,"Willoughby Leisure Centre – Pickleball","2–4 Small St, Willoughby NSW 2068","2–4 Small St","Willoughby","Sydney","NSW","2068","AUS","Willoughby"
9de7afa4-2f42-4c2a-aad0-f9cd4a96bfc8,"Wodonga Tennis Centre","Dalgleish St, Wodonga VIC 3690","Dalgleish St","Wodonga","Wodonga","VIC","3690","AUS","Wodonga"
52f8a399-891b-4e80-b3aa-df8e60b40cc2,"Wynnum Tennis Centre","Colina St, Wynnum QLD 4178","Colina St","Wynnum","Brisbane","QLD","4178","AUS","Wynnum"
4725dabc-f633-4b66-b976-04f6bcd1e8e1,"York Tennis Courts","22 Barker Street, York WA","22 Barker Street","York","York","WA","6302","AUS","York"
